iter	Logloss
0	0.6806293465
1	0.6690496229
2	0.656952327
3	0.6449555772
4	0.6346214386
5	0.6243716716
6	0.612436584
7	0.6020702323
8	0.5919893577
9	0.5809466197
10	0.5716403696
11	0.5604059206
12	0.5509065922
13	0.5427797759
14	0.5338008606
15	0.5238749446
16	0.5150491496
17	0.506475014
18	0.4995353856
19	0.4914019113
20	0.483291159
21	0.4749267213
22	0.4659149277
23	0.4579321591
24	0.4512651765
25	0.4433525933
26	0.4357748785
27	0.428944704
28	0.4221442322
29	0.414561655
30	0.4081937842
31	0.4012281432
32	0.3953632456
33	0.3895307428
34	0.3830048472
35	0.3774687401
36	0.3716449377
37	0.3669971845
38	0.3610678031
39	0.3561172848
40	0.3512334872
41	0.3461736316
42	0.3418250005
43	0.336933035
44	0.3318960892
45	0.3270275783
46	0.3218191993
47	0.3169837956
48	0.3118024785
49	0.3078597096
50	0.3028357766
51	0.2982598524
52	0.2938676049
53	0.289808308
54	0.2860318786
55	0.2820646677
56	0.2772677312
57	0.2728771736
58	0.2695990455
59	0.2654955774
60	0.2615128397
61	0.2580412411
62	0.2542422292
63	0.2510900623
64	0.2478643295
65	0.2443673154
66	0.2413999073
67	0.238072884
68	0.2348510788
69	0.2319050244
70	0.2287571894
71	0.2257665014
72	0.2222103886
73	0.2189699616
74	0.2161069653
75	0.2131453116
76	0.2102744719
77	0.2076336282
78	0.2054503376
79	0.2025845317
80	0.1997346389
81	0.197055094
82	0.195131087
83	0.192583593
84	0.18984474
85	0.1868820418
86	0.1843648523
87	0.182241657
88	0.1802379566
89	0.1782126214
90	0.176476812
91	0.1745600565
92	0.172416504
93	0.1702571743
94	0.1680609678
95	0.1663182154
96	0.1643220875
97	0.1623541006
98	0.16018479
99	0.1586293788
100	0.1569587119
101	0.1553773934
102	0.1534935412
103	0.1521098755
104	0.1501663161
105	0.1484477244
106	0.1467162695
107	0.1448816064
108	0.1432704842
109	0.1416168173
110	0.1400566066
111	0.1385283801
112	0.137036384
113	0.1356383654
114	0.1341868987
115	0.1327377737
116	0.1316283213
117	0.1306277947
118	0.1293714538
119	0.1282674173
120	0.1269383962
121	0.1256120072
122	0.1244302144
123	0.1233818953
124	0.1224872664
125	0.1211440246
126	0.1198617314
127	0.1187142475
128	0.117525642
129	0.1164825135
130	0.1152370004
131	0.1140726735
132	0.1129648974
133	0.1120014271
134	0.1110784402
135	0.1099185315
136	0.1087806043
137	0.107856865
138	0.1069226386
139	0.1056933213
140	0.1047819876
141	0.1039192203
142	0.1030339269
143	0.1021116984
144	0.1009594207
145	0.09994868026
146	0.09899996476
147	0.09808245711
148	0.09711170969
149	0.09646141765
150	0.09550073892
151	0.09498499474
152	0.09426690388
153	0.09345694776
154	0.09276231394
155	0.09215580481
156	0.0915438248
157	0.09051355604
158	0.08974181102
159	0.08908029094
160	0.08841133019
161	0.08780539053
162	0.08699927545
163	0.08634406693
164	0.08565640098
165	0.0850717416
166	0.08439194063
167	0.08369510523
168	0.08293983227
169	0.08227382835
170	0.08147454324
171	0.08086046889
172	0.08011779585
173	0.07937351137
174	0.07875303819
175	0.07813573971
176	0.0776445426
177	0.07712569411
178	0.07642915967
179	0.07578911607
180	0.07519783715
181	0.07451467548
182	0.07385758966
183	0.07327638247
184	0.07257153037
185	0.0719719871
186	0.07139838996
187	0.07098569376
188	0.07055283449
189	0.07005413246
190	0.0694864692
191	0.06885618551
192	0.06852110401
193	0.06805388648
194	0.06758481862
195	0.0671598032
196	0.06671945801
197	0.06615220904
198	0.0657556522
199	0.06537377569
200	0.06492120565
201	0.06433170508
202	0.06396557219
203	0.06348659651
204	0.06309266538
205	0.0627594934
206	0.06232692602
207	0.06190620588
208	0.06151033917
209	0.06103817924
210	0.06060890157
211	0.06023604001
212	0.05983566712
213	0.05943005099
214	0.0591572323
215	0.05865133213
216	0.05824008394
217	0.05798288817
218	0.05757336204
219	0.05714366021
220	0.05691756708
221	0.05649894935
222	0.05613948488
223	0.05581557663
224	0.05555373607
225	0.05522679802
226	0.05490333518
227	0.05455844266
228	0.05420606964
229	0.05394316396
230	0.05351547061
231	0.05310142607
232	0.05275374042
233	0.05245802238
234	0.05211978629
235	0.05184993282
236	0.05150982942
237	0.05129300395
238	0.05096440513
239	0.05066512176
240	0.05038006842
241	0.05012408996
242	0.0497883616
243	0.04948754797
244	0.04921888618
